COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,COMPANY_ABBR,A_STOCK_CODE,AREA_NAME,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,CSRC_CODE_DESC,COMPANY_CODE,FULL_NAME
BRIGHT DAIRY,1,1,光明乳业,600597,310000,-,449,光明乳业,上海市,"BRIGHT DAIRY & FOOD CO.,LTD.",光明乳业,2,-,4,20020828,C,   D  F  N          ,制造业,600597,光明乳业股份有限公司
HACL,1,1,北大荒,600598,230000,-,450,北大荒,黑龙江省,Heilongjiang Agriculture Company Limited,北大荒,2,-,4,20020329,A,   D  F  N          ,农、林、牧、渔业,600598,黑龙江北大荒农业股份有限公司
PANDA FINANCIAL,1,1,*ST熊猫,600599,430000,-,451,*ST熊猫,湖南省,"Panda Financial Holding Corp., Ltd.",*ST熊猫,7,-,8,20010828,F,   S  F  N          ,批发和零售业,600599,熊猫金控股份有限公司
TSINGTAO BREWERY,1,1,青岛啤酒,600600,370000,-,452,青岛啤酒,山东省,Tsingtao Brewery Company Limited,青岛啤酒,2,-,4,19930827,C,   D  F  N          ,制造业,600600,青岛啤酒股份有限公司
FOUNDERTECH,1,1,方正科技,600601,310000,-,453,方正科技,上海市,"Founder Technology Group Co., Ltd.",方正科技,2,-,4,19901219,C,   D  F  N          ,制造业,600601,方正科技集团股份有限公司
INESA-IT,1,1,云赛智联,600602,310000,-,454,云赛智联,上海市,INESA Intelligent Tech Inc.,云赛智联,2,900901,4,19901219,I,   D  F  N          ,信息传输、软件和信息技术服务业,600602,云赛智联股份有限公司
GHWL,1,1,ST广物,600603,510000,-,455,ST广物,四川省,"Guanghui Logistics Co., Ltd",ST广物,7,-,8,19920113,G,   S  F  N          ,交通运输、仓储和邮政业,600603,广汇物流股份有限公司
SHIBEI HI-TECH,1,1,市北高新,600604,310000,-,456,市北高新,上海市,"Shanghai Shibei Hi-Tech Co.,Ltd.",市北高新,2,900902,4,19920327,K,   D  F  N          ,房地产业,600604,上海市北高新股份有限公司
HUITONG ENERGY,1,1,汇通能源,600605,310000,-,457,汇通能源,上海市,"SHANGHAI HUITONG ENERGY CO.,LTD.",汇通能源,2,-,4,19920327,K,   D  F  N          ,房地产业,600605,上海汇通能源股份有限公司
GREENLAND HOLDINGS,1,1,绿地控股,600606,310000,-,458,绿地控股,上海市,Greenland Holdings Corporation Limited,绿地控股,2,-,4,19920327,E,   D  F  N          ,建筑业,600606,绿地控股集团股份有限公司
SBT,1,1,*ST沪科,600608,310000,-,459,*ST沪科,上海市,"Shanghai Broadband Technology Co.,Ltd",*ST沪科,7,-,8,19920327,F,   S  F  N          ,批发和零售业,600608,上海宽频科技股份有限公司
SJA,1,1,金杯汽车,600609,210000,-,460,金杯汽车,辽宁省,Shenyang Jinbei Automotive Company Limited,金杯汽车,2,-,4,19920724,C,   D  F  N          ,制造业,600609,金杯汽车股份有限公司
ZYD,1,1,中毅达,600610,520000,-,461,中毅达,贵州省,"GUIZHOU ZHONGYIDA CO., LTD.",中毅达,2,900906,4,19920805,C,   D  F  N          ,制造业,600610,贵州中毅达股份有限公司
DZT,1,1,大众交通,600611,310000,-,462,大众交通,上海市,"DAZHONG TRANSPORTATION(GROUP)CO.,LTD.",大众交通,2,900903,4,19920807,G,   D  F  N          ,交通运输、仓储和邮政业,600611,大众交通(集团)股份有限公司
LFX,1,1,老凤祥,600612,310000,-,463,老凤祥,上海市,"Lao Feng Xiang Co.,Ltd.",老凤祥,2,900905,4,19920814,C,   D  F  N          ,制造业,600612,老凤祥股份有限公司
SHENQI,1,1,神奇制药,600613,310000,-,464,神奇制药,上海市,"Shanghai Shenqi Pharmaceutical Investment Management Co.,Ltd.",神奇制药,2,900904,4,19920820,C,   D  F  N          ,制造业,600613,上海神奇制药投资管理股份有限公司
CFH,1,1,丰华股份,600615,500000,-,465,丰华股份,重庆市,"CHONGQING FENGHWA GROUP CO.,LTD",丰华股份,2,-,4,19920910,C,   D  F  N          ,制造业,600615,重庆丰华(集团)股份有限公司
SJFW,1,1,金枫酒业,600616,310000,-,466,金枫酒业,上海市,Shanghai Jinfeng Wine Company Limited,金枫酒业,2,-,4,19920929,C,   D  F  N          ,制造业,600616,上海金枫酒业股份有限公司
GXED,1,1,国新能源,600617,140000,-,467,国新能源,山西省,Shanxi Guoxin Energy Corporation Limited,国新能源,2,900913,4,19921013,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600617,山西省国新能源股份有限公司
SCAC,1,1,氯碱化工,600618,310000,-,468,氯碱化工,上海市,"Shanghai Chlor-Alkali Chemical Co.,Ltd",氯碱化工,2,900908,4,19921113,C,   D  F  N          ,制造业,600618,上海氯碱化工股份有限公司
HIGHLY,1,1,海立股份,600619,310000,-,469,海立股份,上海市,"Shanghai Highly (Group) Co., Ltd.",海立股份,2,900910,4,19921116,C,   D  F  N          ,制造业,600619,上海海立(集团)股份有限公司
SHSTC,1,1,天宸股份,600620,310000,-,470,天宸股份,上海市,"SHANGHAI TIANCHEN CO.,LTD.",天宸股份,2,-,4,19921117,S,   D  F  N          ,综合,600620,上海市天宸股份有限公司
SHCF,1,1,华鑫股份,600621,310000,-,471,华鑫股份,上海市,"SHANGHAI CHINAFORTUNE CO., LTD",华鑫股份,2,-,4,19921202,J,   D  F  N          ,金融业,600621,上海华鑫股份有限公司
EBJB,1,1,光大嘉宝,600622,310000,-,472,光大嘉宝,上海市,"Everbright Jiabao Co., Ltd.",光大嘉宝,2,-,4,19921203,K,   D  F  N          ,房地产业,600622,光大嘉宝股份有限公司
SHANGHAI HUAYI GROUP CORPORATION,1,1,华谊集团,600623,310000,-,473,华谊集团,上海市,Shanghai Huayi Group Corporation Limited,华谊集团,2,900909,4,19921204,C,   D  F  N          ,制造业,600623,上海华谊集团股份有限公司
FUDAN FORWARD,1,1,复旦复华,600624,310000,-,474,复旦复华,上海市,"SHANGHAI FUDAN FORWARD S&T CO., LTD.",复旦复华,2,-,4,19930105,C,   D  F  N          ,制造业,600624,上海复旦复华科技股份有限公司
SHENDA,1,1,申达股份,600626,310000,-,475,申达股份,上海市,"Shanghai Shenda Co.,Ltd",申达股份,2,-,4,19930107,C,   D  F  N          ,制造业,600626,上海申达股份有限公司
SNW,1,1,新世界,600628,310000,-,476,新世界,上海市,"SHANGHAI NEW WORLD CO.,LTD",新世界,2,-,4,19930119,F,   D  F  N          ,批发和零售业,600628,上海新世界股份有限公司
ARCPLUS,1,1,华建集团,600629,310000,-,477,华建集团,上海市,Arcplus Group Plc,华建集团,2,-,4,19930209,M,   D  F  N          ,科学研究和技术服务业,600629,华东建筑集团股份有限公司
SHD,1,1,龙头股份,600630,310000,-,478,龙头股份,上海市,Shanghai Dragon Corporation,龙头股份,2,-,4,19930209,C,   D  F  N          ,制造业,600630,上海龙头(集团)股份有限公司
ZDDC,1,1,XD浙数文,600633,330000,-,479,浙数文化,浙江省,"ZHEJIANG DAILY DIGITAL CULTURE GROUP CO.,LTD",浙数文化,2,-,4,19930304,I,   D  F  N          ,信息传输、软件和信息技术服务业,600633,浙报数字文化集团股份有限公司
DZUG,1,1,大众公用,600635,310000,-,480,大众公用,上海市,"Shanghai Dazhong Public Utilities(Group)Co.,Ltd.",大众公用,2,-,4,19930304,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600635,上海大众公用事业(集团)股份有限公司
CRCH,1,1,*ST国化,600636,310000,-,481,*ST国化,上海市,"CHINA REFORM CULTURE HOLDINGS CO.,LTD.",*ST国化,7,-,8,19930316,I,   S  F  N          ,信息传输、软件和信息技术服务业,600636,国新文化控股股份有限公司
OPG,1,1,东方明珠,600637,310000,-,482,东方明珠,上海市,"Oriental Pearl Group Co., Ltd.",东方明珠,2,-,4,19930316,I,   D  F  N          ,信息传输、软件和信息技术服务业,600637,东方明珠新媒体股份有限公司
NHPIGCL,1,1,新黄浦,600638,310000,-,483,新黄浦,上海市,"Shanghai New Huang Pu Industrial Group Co.,Ltd.",新黄浦,2,-,4,19930326,K,   D  F  N          ,房地产业,600638,上海新黄浦实业集团股份有限公司
GOLDEN BRIDGE,1,1,浦东金桥,600639,310000,-,484,浦东金桥,上海市,"Shanghai Jinqiao Export Processing Zone Development Co.,Ltd",浦东金桥,2,900911,4,19930326,K,   D  F  N          ,房地产业,600639,上海金桥出口加工区开发股份有限公司
NGDC,1,1,国脉文化,600640,310000,-,485,国脉文化,上海市,"New Guomai Digital Culture Co., Ltd",国脉文化,2,-,4,19930407,I,   D  F  N          ,信息传输、软件和信息技术服务业,600640,新国脉数字文化股份有限公司
SWEC,1,1,万业企业,600641,310000,-,486,万业企业,上海市,"Shanghai Wanye Enterprises Co.,Ltd",万业企业,2,-,4,19930407,K,   D  F  N          ,房地产业,600641,上海万业企业股份有限公司
SHENERGY,1,1,申能股份,600642,310000,-,487,申能股份,上海市,Shenergy Company Limited,申能股份,2,-,4,19930416,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600642,申能股份有限公司
AJ GROUP,1,1,爱建集团,600643,310000,-,488,爱建集团,上海市,"Shanghai AJ Group Co.,Ltd.",爱建集团,2,-,4,19930426,J,   D  F  N          ,金融业,600643,上海爱建集团股份有限公司
LEP,1,1,乐山电力,600644,510000,-,489,乐山电力,四川省,"Leshan Electric Power Co.,Ltd",乐山电力,2,-,4,19930426,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600644,乐山电力股份有限公司
VCANBIO,1,1,中源协和,600645,120000,-,490,中源协和,天津市,"Vcanbio Cell & Gene Engineering Corp., Ltd",中源协和,2,-,4,19930504,C,   D  F  N          ,制造业,600645,中源协和细胞基因工程股份有限公司
WGQ,1,1,外高桥,600648,310000,-,491,外高桥,上海市,"Shanghai Waigaoqiao Free Trade Zone Group Co., Ltd.",外高桥,2,900912,4,19930504,F,   D  F  N          ,批发和零售业,600648,上海外高桥集团股份有限公司
CHENGTOU HOLDING,1,1,城投控股,600649,310000,-,492,城投控股,上海市,"Shanghai Chengtou Holding Co.,Ltd",城投控股,2,-,4,19930518,K,   D  F  N          ,房地产业,600649,上海城投控股股份有限公司
JINJIANG ONLINE,1,1,锦江在线,600650,310000,-,493,锦江在线,上海市,"Shanghai Jin Jiang Online Network Service Co., Ltd.",锦江在线,2,900914,4,19930607,G,   D  F  N          ,交通运输、仓储和邮政业,600650,上海锦江在线网络服务股份有限公司
FACS,1,1,飞乐音响,600651,310000,-,494,飞乐音响,上海市,"Shanghai Feilo Acoustics Co.,Ltd",飞乐音响,2,-,4,19901219,C,   D  F  N          ,制造业,600651,上海飞乐音响股份有限公司
SHENHUA HOLDINGS,1,1,申华控股,600653,210000,-,495,申华控股,辽宁省,"Liaoning Shenhua Holdings Co., Ltd",申华控股,2,-,4,19901219,F,   D  F  N          ,批发和零售业,600653,辽宁申华控股股份有限公司
CS,1,1,中安科,600654,420000,-,496,中安科,湖北省,"China Security Co., Ltd",中安科,2,-,4,19901219,L,   D  F  N          ,租赁和商务服务业,600654,中安科股份有限公司
YYTM,1,1,豫园股份,600655,310000,-,497,豫园股份,上海市,"SHANGHAI YUYUAN TOURIST MART( GROUP) CO., LTD",豫园股份,2,-,4,19920902,F,   D  F  N          ,批发和零售业,600655,上海豫园旅游商城(集团)股份有限公司
CINDA REAL ESTATE,1,1,信达地产,600657,110000,-,498,信达地产,北京市,"Cinda Real Estate Co.,Ltd.",信达地产,2,-,4,19930524,K,   D  F  N          ,房地产业,600657,信达地产股份有限公司
BEZ,1,1,电子城,600658,110000,-,499,电子城,北京市,"Beijing Electronic Zone High-tech Group Co., Ltd.",电子城,2,-,4,19930524,K,   D  F  N          ,房地产业,600658,北京电子城高科技集团股份有限公司
FYG、FUYAO GLASS,1,1,福耀玻璃,600660,350000,-,500,福耀玻璃,福建省,"Fuyao Glass Industry Group Co.,Ltd.",福耀玻璃,2,-,4,19930610,C,   D  F  N          ,制造业,600660,福耀玻璃工业集团股份有限公司
SXN,1,1,昂立教育,600661,310000,-,501,昂立教育,上海市,"Shanghai Xinnanyang Only Education & Technology Co., Ltd",昂立教育,2,-,4,19930614,P,   D  F  N          ,教育,600661,上海新南洋昂立教育科技股份有限公司
SHANGHAI FOREIGN SERVICE HOLDING GROUP,1,1,外服控股,600662,310000,-,502,外服控股,上海市,"SHANGHAI FOREIGN SERVICE HOLDING GROUP CO., LTD.",外服控股,2,-,4,19930614,L,   D  F  N          ,租赁和商务服务业,600662,上海外服控股集团股份有限公司
LJZ,1,1,陆家嘴,600663,310000,-,503,陆家嘴,上海市,"Shanghai Lujiazui Finance & Trade Zone Development Co.,Ltd.",陆家嘴,2,900932,4,19930628,K,   D  F  N          ,房地产业,600663,上海陆家嘴金融贸易区开发股份有限公司
HPGC,1,1,哈药股份,600664,230000,-,504,哈药股份,黑龙江省,"Harbin Pharmaceutical Group Co.,Ltd.",哈药股份,2,-,4,19930629,C,   D  F  N          ,制造业,600664,哈药集团股份有限公司
TANDE,1,1,天地源,600665,610000,-,505,天地源,陕西省,"Tande Co.,Ltd.",天地源,2,-,4,19930709,K,   D  F  N          ,房地产业,600665,天地源股份有限公司
AURORA,1,1,奥瑞德,600666,230000,-,506,奥瑞德,黑龙江省,"Aurora Optoelectronics Co., Ltd.",奥瑞德,2,-,4,19930712,C,   D  F  N          ,制造业,600666,奥瑞德光电股份有限公司
TJ,1,1,太极实业,600667,320000,-,507,太极实业,江苏省,Wuxi Taiji Industry Limited Corporation,太极实业,2,-,4,19930728,E,   D  F  N          ,建筑业,600667,无锡市太极实业股份有限公司
ZJJF,1,1,尖峰集团,600668,330000,-,508,尖峰集团,浙江省,"Zhe Jiang Jian Feng Group Co.,Ltd",尖峰集团,2,-,4,19930728,C,   D  F  N          ,制造业,600668,浙江尖峰集团股份有限公司
TMSP,1,1,天目药业,600671,330000,-,509,天目药业,浙江省,"Hangzhou Tianmushan Pharmaceutical Enterprise Co.,Ltd",天目药业,2,-,4,19930823,C,   D  F  N          ,制造业,600671,杭州天目山药业股份有限公司
"GD HEC CO.,LTD",1,1,东阳光,600673,440000,-,510,东阳光,广东省,"Guangdong Hec Technology Holding Co., Ltd",东阳光,2,-,4,19930917,S,   D  F  N          ,综合,600673,广东东阳光科技控股股份有限公司
SCTE,1,1,川投能源,600674,510000,-,511,川投能源,四川省,"SICHUAN CHUANTOU ENERGY CO.,LTD.",川投能源,2,-,4,19930924,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600674,四川川投能源股份有限公司
CECL,1,1,中华企业,600675,310000,-,512,中华企业,上海市,China Enterprise Company Limited,中华企业,2,-,4,19930924,K,   D  F  N          ,房地产业,600675,中华企业股份有限公司
SJY.,1,1,交运股份,600676,310000,-,513,交运股份,上海市,"Shanghai Jiao Yun Group Co., Ltd.",交运股份,2,-,4,19930928,G,   D  F  N          ,交通运输、仓储和邮政业,600676,上海交运集团股份有限公司
SCGS,1,1,四川金顶,600678,510000,-,514,四川金顶,四川省,"SICHUAN GOLDEN SUMMIT (GROUP) JOINT-STOCK CO., LTD.",四川金顶,2,-,4,19931008,C,   D  F  N          ,制造业,600678,四川金顶(集团)股份有限公司
SPEG,1,1,上海凤凰,600679,310000,-,515,上海凤凰,上海市,"Shanghai Phoenix Enterprise (Group) Co., Ltd.",上海凤凰,2,900916,4,19931008,C,   D  F  N          ,制造业,600679,上海凤凰企业(集团)股份有限公司
BESTSUN ENERGY,1,1,百川能源,600681,420000,-,516,百川能源,湖北省,"Bestsun Energy Co., Ltd.",百川能源,2,-,4,19931018,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,600681,百川能源股份有限公司
NJXB,1,1,南京新百,600682,320000,-,517,南京新百,江苏省,"NANJING XINJIEKOU DEPARTMENT STORE CO.,LTD.",南京新百,2,-,4,19931018,C,   D  F  N          ,制造业,600682,南京新街口百货商店股份有限公司
MTL,1,1,京投发展,600683,330000,-,518,京投发展,浙江省,Metro Land Corporation Ltd.,京投发展,2,-,4,19931025,K,   D  F  N          ,房地产业,600683,京投发展股份有限公司
GZPR,1,1,珠江股份,600684,440000,-,519,珠江股份,广东省,"GUANGZHOU PEARL RIVER DEVELOPMENT GROUP CO.,LTD.",珠江股份,2,-,4,19931028,K,   D  F  N          ,房地产业,600684,广州珠江发展集团股份有限公司
COMEC,1,1,中船防务,600685,440000,-,520,中船防务,广东省,CSSC Offshore & Marine Engineering (Group) Company Limited,中船防务,2,-,4,19931028,C,   D  F  N          ,制造业,600685,中船海洋与防务装备股份有限公司
KLM,1,1,金龙汽车,600686,350000,-,521,金龙汽车,福建省,"Xiamen King Long Motor Group Co.,Ltd.",金龙汽车,2,-,4,19931108,C,   D  F  N          ,制造业,600686,厦门金龙汽车集团股份有限公司
SPC,1,1,上海石化,600688,310000,-,522,上海石化,上海市,Sinopec Shanghai Petrochemical Company Limited,上海石化,2,-,4,19931108,C,   D  F  N          ,制造业,600688,中国石化上海石油化工股份有限公司
SMEG,1,1,上海三毛,600689,310000,-,523,上海三毛,上海市,"Shanghai Sanmao Enterprise(Group) Co., Ltd.",上海三毛,2,900922,4,19931108,F,   D  F  N          ,批发和零售业,600689,上海三毛企业(集团)股份有限公司
HAIER SMART HOME,1,1,海尔智家,600690,370000,-,524,海尔智家,山东省,"Haier Smart Home Co., Ltd.",海尔智家,2,-,4,19931119,C,   D  F  N          ,制造业,600690,海尔智家股份有限公司
YMCC,1,1,阳煤化工,600691,140000,-,525,阳煤化工,山西省,"Yangmei Chemical Co.,Ltd",阳煤化工,2,-,4,19931119,C,   D  F  N          ,制造业,600691,阳煤化工股份有限公司
YT,1,1,亚通股份,600692,310000,-,526,亚通股份,上海市,"Shanghai Ya Tong Co.,Ltd.",亚通股份,2,-,4,19931119,K,   D  F  N          ,房地产业,600692,上海亚通股份有限公司
FJDB,1,1,东百集团,600693,350000,-,527,东百集团,福建省,"FUJIAN DONGBAI GROUP CO.,LTD.",东百集团,2,-,4,19931122,F,   D  F  N          ,批发和零售业,600693,福建东百集团股份有限公司
DS,1,1,大商股份,600694,210000,-,528,大商股份,辽宁省,"Dashang Co.,Ltd.",大商股份,2,-,4,19931122,F,   D  F  N          ,批发和零售业,600694,大商股份有限公司
SHANGHAIGUIJIU,1,1,*ST岩石,600696,310000,-,529,*ST岩石,上海市,"Shanghai Guijiu Co., Ltd",*ST岩石,7,-,8,19931206,C,   S  F  N          ,制造业,600696,上海贵酒股份有限公司
CCEG,1,1,欧亚集团,600697,220000,-,530,欧亚集团,吉林省,"Chang Chun Eurasia Group Co.,Ltd",欧亚集团,2,-,4,19931206,F,   D  F  N          ,批发和零售业,600697,长春欧亚集团股份有限公司
HNTY,1,1,湖南天雁,600698,430000,-,531,湖南天雁,湖南省,"Hunan Tyen Machinery Co., Ltd",湖南天雁,2,900946,4,19931206,C,   D  F  N          ,制造业,600698,湖南天雁机械股份有限公司
NJEC,1,1,均胜电子,600699,330000,-,532,均胜电子,浙江省,Ningbo Joyson Electronic Corp.,均胜电子,2,-,4,19931206,C,   D  F  N          ,制造业,600699,宁波均胜电子股份有限公司
